RA,Nome Anonimizado,Idade,Gênero,Ano ingresso,Fase,Turma,Instituição de ensino,PEDRA_CLASSIFICACAO,INDE_2024_CLEAN,IAN,IDA,IEG,IAA,IPS,IPP,IPV,Defasagem,Ativo/ Inativo,INDE 22,INDE 23,Pedra 22,Pedra 23,ANOS_NA_PM,RISCO_DEFASAGEM
RA-1002,Aluno-1002,10,Feminino,2023,ALFA,ALFA N - G2/G3,Pública,Ametista,7.967866666700001,5.0,9.25,7.833333333500001,9.002,7.51,7.5,8.25,-1,Cursando,,7.9012,,Ametista,1,0
RA-774,Aluno-774,10,Feminino,2022,ALFA,ALFA N - G2/G3,Pública,Quartzo,5.685771428600001,5.0,3.75,6.3928571430000005,10.002,2.51,6.25,6.405,-1,Cursando,7.587060296442688,5.852,Ametista,Quartzo,2,0
RA-749,Aluno-749,10,Masculino,2022,ALFA,ALFA O - G2/G3,Pública,Topázio,8.3373184211,5.0,8.75,9.7368421055,9.502,8.13,8.4375,7.665,-2,Cursando,7.484211146117041,7.7597,Ametista,Ametista,2,0
RA-929,Aluno-929,9,Feminino,2023,ALFA,ALFA O - G2/G3,Pública,Ametista,7.7244368421,5.0,6.75,9.4736842105,9.002,7.51,8.125,7.58,-1,Cursando,,9.1312,,Topázio,1,0
RA-930,Aluno-930,9,Masculino,2023,ALFA,ALFA O - G2/G3,Pública,Ametista,7.9298184211,5.0,8.0,9.7368421055,8.502,7.51,7.8125,7.5,-1,Cursando,,8.8872,,Topázio,1,0
RA-787,Aluno-787,10,Masculino,2022,ALFA,ALFA O - G2/G3,Pública,Ametista,7.73495,5.0,7.25,9.75,9.002,7.51,7.1875,7.325,-1,Cursando,7.205336595776773,7.5227,Ametista,Ametista,2,0
RA-1348,Aluno-1348,8,Masculino,2024,ALFA,ALFA O - G2/G3,Pública,Ametista,7.9604662539,5.0,9.0,8.5913312695,7.502,7.51,8.75,7.83,-1,Cursando,,,,,0,0
RA-935,Aluno-935,10,Masculino,2023,ALFA,ALFA O - G2/G3,Pública,Topázio,8.3422,5.0,8.5,10.0,9.502,7.51,8.75,7.83,-1,Cursando,,7.9535,,Ametista,1,0
RA-1349,Aluno-1349,10,Masculino,2024,ALFA,ALFA O - G2/G3,Pública,Ametista,7.855727777800001,5.0,8.5,8.388888889,8.002,7.51,8.4375,7.915,-1,Cursando,,,,,0,0
RA-937,Aluno-937,9,Feminino,2023,ALFA,ALFA O - G2/G3,Pública,Topázio,8.3792,5.0,7.5,10.0,10.002,9.38,8.75,7.83,-1,Cursando,,9.3237,,Topázio,1,0
RA-1350,Aluno-1350,10,Feminino,2024,ALFA,ALFA O - G2/G3,Pública,Topázio,8.335450000000002,5.0,8.5,10.0,8.502,8.755,8.4375,7.83,-2,Cursando,,,,,0,0
RA-1351,Aluno-1351,9,Masculino,2024,ALFA,ALFA O - G2/G3,Pública,Topázio,8.1861038462,5.0,8.75,9.230769231,9.002,8.13,8.4375,7.665,-1,Cursando,,,,,0,0
RA-959,Aluno-959,9,Masculino,2023,ALFA,ALFA O - G2/G3,Pública,Topázio,8.379818421100001,5.0,9.5,9.7368421055,10.002,7.51,7.8125,7.5,-1,Cursando,,8.6677,,Topázio,1,0
RA-1352,Aluno-1352,9,Masculino,2024,ALFA,ALFA O - G2/G3,Pública,Topázio,8.289950000000001,5.0,8.5,9.5,10.002,8.13,8.4375,7.665,-1,Cursando,,,,,0,0
RA-1353,Aluno-1353,10,Feminino,2024,ALFA,ALFA Q - G2/G3,Pública,Agata,6.454700000000001,5.0,3.0,9.5,8.002,7.51,6.875,6.08,-1,Cursando,,,,,0,0
RA-1354,Aluno-1354,10,Feminino,2024,ALFA,ALFA Q - G2/G3,Pública,Ametista,7.353427272700001,5.0,6.0,8.3636363635,9.502,7.51,8.125,7.335,-1,Cursando,,,,,0,0
RA-979,Aluno-979,9,Masculino,2023,ALFA,ALFA Q - G2/G3,Pública,Topázio,8.0352454545,5.0,8.25,9.5227272725,9.502,7.51,8.125,7.335,-1,Cursando,,8.1617,,Topázio,1,0
RA-1355,Aluno-1355,10,Masculino,2024,ALFA,ALFA Q - G2/G3,Pública,Ametista,7.202245454500001,5.0,7.0,6.5227272725,10.002,7.51,8.125,7.17,-1,Cursando,,,,,0,0
RA-971,Aluno-971,9,Masculino,2023,ALFA,ALFA Q - G2/G3,Pública,Agata,6.8916181818,5.0,6.75,7.909090909,7.418,7.51,7.5,6.085,-1,Cursando,,7.0169,,Ametista,1,0
RA-972,Aluno-972,9,Masculino,2023,ALFA,ALFA Q - G2/G3,Pública,Ametista,7.537472727300001,5.0,6.75,8.3863636365,9.502,7.51,8.75,7.17,-1,Cursando,,7.5427,,Ametista,1,0
RA-965,Aluno-965,10,Feminino,2023,ALFA,ALFA Q - G2/G3,Pública,Agata,6.1376545455,5.0,2.25,6.4772727275,9.002,7.51,8.75,6.83,-2,Cursando,,6.4832,,Agata,1,0
RA-973,Aluno-973,10,Masculino,2023,ALFA,ALFA Q - G2/G3,Pública,Agata,6.9318363636,5.0,3.75,9.318181818,10.002,7.51,7.5,6.585,-2,Cursando,,5.82875,,Quartzo,1,0
RA-1356,Aluno-1356,8,Feminino,2024,ALFA,ALFA Q - G2/G3,Pública,Ametista,7.8695888889,10.0,5.5,9.4444444445,9.002,7.51,8.125,7.085,0,Cursando,,,,,0,0
RA-966,Aluno-966,10,Masculino,2023,ALFA,ALFA Q - G2/G3,Pública,Ametista,7.9943363636,5.0,9.0,8.568181818,9.502,7.51,8.125,7.335,-2,Cursando,,7.44345,,Ametista,1,0
RA-1357,Aluno-1357,9,Masculino,2024,ALFA,ALFA Q - G2/G3,Pública,Ametista,7.1807,5.0,6.75,7.5,8.002,7.51,8.125,7.335,-1,Cursando,,,,,0,0
RA-969,Aluno-969,9,Masculino,2023,ALFA,ALFA Q - G2/G3,Pública,Ametista,7.453427272700001,5.0,7.25,7.8636363634999995,9.002,7.51,8.125,7.335,-1,Cursando,,7.7692,,Ametista,1,0
RA-1358,Aluno-1358,7,Feminino,2024,ALFA,ALFA R - G0/G1,Pública,Agata,6.552990476200001,10.0,4.0,7.380952381,9.168,5.01,6.25,6.17,0,Cursando,,,,,0,0
RA-1359,Aluno-1359,7,Feminino,2024,ALFA,ALFA R - G0/G1,Pública,Ametista,7.2102,10.0,6.0,9.0,8.502,5.635,5.625,6.17,0,Cursando,,,,,0,0
RA-1360,Aluno-1360,8,Masculino,2024,ALFA,ALFA R - G0/G1,Pública,Agata,6.8480623189,10.0,5.0,7.0018115945,8.502,7.51,5.625,6.42,0,Cursando,,,,,0,0
RA-1361,Aluno-1361,8,Feminino,2024,ALFA,ALFA R - G0/G1,Pública,Topázio,8.738700000000001,10.0,10.0,9.375,9.502,5.635,7.5,8.0,0,Cursando,,,,,0,0
RA-975,Aluno-975,8,Feminino,2023,ALFA,ALFA R - G0/G1,Pública,Ametista,7.1463666667000005,5.0,8.0,7.708333333500001,8.502,5.01,6.875,7.33,-1,Cursando,,7.7803,,Ametista,1,0
RA-1362,Aluno-1362,7,Masculino,2024,ALFA,ALFA R - G0/G1,Pública,Ametista,7.709200000000001,10.0,8.5,6.875,10.002,5.635,6.875,6.915,0,Cursando,,,,,0,0
RA-977,Aluno-977,8,Feminino,2023,ALFA,ALFA R - G0/G1,Pública,Ametista,7.188033333300001,5.0,7.0,7.291666666499999,10.002,6.26,6.875,7.58,-1,Cursando,,7.1717,,Ametista,1,0
RA-1363,Aluno-1363,7,Feminino,2024,ALFA,ALFA S - G2/G3,Pública,Ametista,7.690800000000001,10.0,6.5,10.0,7.418,5.635,6.875,6.99,0,Cursando,,,,,0,0
RA-981,Aluno-981,8,Feminino,2023,ALFA,ALFA S - G2/G3,Pública,Agata,6.6513739130000005,5.0,6.0,7.010869565,9.002,6.26,6.25,6.99,-1,Cursando,,7.5367,,Ametista,1,0
RA-1364,Aluno-1364,9,Masculino,2024,ALFA,ALFA S - G2/G3,Pública,Ametista,7.570033333300001,5.0,8.75,8.4166666665,8.002,7.51,6.875,6.99,-1,Cursando,,,,,0,0
RA-1365,Aluno-1365,9,Masculino,2024,ALFA,ALFA S - G2/G3,Pública,Ametista,7.3700333333,5.0,6.5,9.7916666665,9.002,6.26,6.875,6.99,-1,Cursando,,,,,0,0
RA-1366,Aluno-1366,8,Feminino,2024,ALFA,ALFA S - G2/G3,Pública,Agata,6.919852173900001,5.0,6.5,6.6032608695,9.002,7.51,7.5,6.99,-1,Cursando,,,,,0,0
RA-974,Aluno-974,8,Masculino,2023,ALFA,ALFA S - G2/G3,Pública,Ametista,7.6077217391,5.0,6.5,9.282608695499999,9.502,7.51,7.5,7.5,-1,Cursando,,8.4752,,Topázio,1,0
RA-1367,Aluno-1367,8,Feminino,2024,ALFA,ALFA S - G2/G3,Pública,Topázio,8.427286956500001,10.0,8.75,8.3804347825,10.002,7.51,7.5,7.5,0,Cursando,,,,,0,0
RA-1368,Aluno-1368,8,Masculino,2024,ALFA,ALFA S - G2/G3,Pública,Topázio,8.6012,10.0,9.5,10.0,7.002,7.51,7.5,7.5,0,Cursando,,,,,0,0
RA-1369,Aluno-1369,7,Feminino,2024,ALFA,ALFA S - G2/G3,Pública,Topázio,8.052286956500001,10.0,8.0,8.6304347825,8.502,6.26,7.5,7.5,0,Cursando,,,,,0,0
RA-978,Aluno-978,8,Feminino,2023,ALFA,ALFA S - G2/G3,Pública,Ametista,7.4637,5.0,6.5,9.5,9.502,6.26,6.875,7.5,-1,Cursando,,8.3877,,Topázio,1,0
RA-1370,Aluno-1370,9,Masculino,2024,ALFA,ALFA S - G2/G3,Pública,Topázio,8.0456444444,5.0,9.0,8.722222222,10.002,7.51,7.5,7.5,-1,Cursando,,,,,0,0
RA-1371,Aluno-1371,11,Feminino,2024,ALFA,ALFA S - G2/G3,Pública,Agata,6.4843521739,5.0,4.5,6.9782608695,7.502,7.51,6.875,7.5,-1,Cursando,,,,,0,0
RA-1372,Aluno-1372,8,Feminino,2024,ALFA,ALFA T - G2/G3,Pública,Ametista,7.9632000000000005,10.0,4.75,10.0,9.502,8.13,7.5,7.5,0,Cursando,,,,,0,0
RA-1373,Aluno-1373,9,Feminino,2024,ALFA,ALFA T - G2/G3,Pública,Ametista,7.577286956500001,5.0,6.75,8.8804347825,9.502,7.51,7.5,7.5,-1,Cursando,,,,,0,0
RA-1374,Aluno-1374,9,Masculino,2024,ALFA,ALFA T - G2/G3,Pública,Ametista,7.3707652174,5.0,5.25,9.347826087,9.502,7.51,7.5,7.5,-1,Cursando,,,,,0,0
RA-1375,Aluno-1375,9,Masculino,2024,ALFA,ALFA T - G2/G3,Pública,Topázio,8.101200000000002,5.0,8.25,10.0,9.502,7.51,7.5,7.5,-1,Cursando,,,,,0,0
RA-1376,Aluno-1376,9,Masculino,2024,ALFA,ALFA T - G2/G3,Pública,Topázio,8.2742769231,5.0,9.75,9.6153846155,9.002,7.51,7.5,7.5,-1,Cursando,,,,,0,0
RA-994,Aluno-994,9,Feminino,2023,ALFA,ALFA T - G2/G3,Pública,Ametista,7.7982217391,5.0,8.25,9.532608695499999,9.002,6.88,6.875,7.33,-1,Cursando,,7.4127,,Ametista,1,0
RA-1377,Aluno-1377,8,Masculino,2024,ALFA,ALFA T - G2/G3,Pública,Ametista,7.8987,10.0,5.5,10.0,9.002,8.13,6.875,6.99,0,Cursando,,,,,0,0
RA-1378,Aluno-1378,10,Feminino,2024,ALFA,ALFA U - G2/G3,Pública,Ametista,7.6703428571,5.0,6.75,9.2857142855,9.002,8.13,7.5,7.5,-1,Cursando,,,,,0,0
RA-1379,Aluno-1379,8,Masculino,2024,ALFA,ALFA U - G2/G3,Pública,Agata,6.638292105300001,5.0,7.25,8.6842105265,9.502,3.755,5.9375,5.16,-1,Cursando,,,,,0,0
RA-1380,Aluno-1380,8,Masculino,2024,ALFA,ALFA U - G2/G3,Pública,Ametista,7.964342230600001,10.0,8.0,8.784461152999999,9.502,4.385,7.1875,7.5,0,Cursando,,,,,0,0
RA-770,Aluno-770,9,Masculino,2022,ALFA,ALFA U - G2/G3,Pública,Ametista,7.3057112782,5.0,5.0,9.022556391,10.002,7.51,7.5,7.5,-1,Cursando,8.143474555555557,6.6785,Topázio,Agata,2,0
RA-1381,Aluno-1381,8,Feminino,2024,ALFA,ALFA U - G2/G3,Pública,Topázio,9.038200000000002,10.0,9.5,10.0,9.502,8.13,8.75,7.5,0,Cursando,,,,,0,0
RA-1382,Aluno-1382,9,Feminino,2024,ALFA,ALFA U - G2/G3,Pública,Ametista,7.834830952400001,5.0,7.5,9.761904762,8.502,7.51,7.8125,7.5,-1,Cursando,,,,,0,0
RA-1383,Aluno-1383,8,Feminino,2024,ALFA,ALFA U - G2/G3,Pública,Topázio,8.3720803259,10.0,8.5,9.2606516295,8.502,7.51,7.1875,7.5,0,Cursando,,,,,0,0
RA-1384,Aluno-1384,10,Masculino,2024,ALFA,ALFA U - G2/G3,Pública,Agata,6.221984461100001,5.0,5.0,7.5689223055,8.002,7.51,6.25,5.16,-2,Cursando,,,,,0,0
RA-1385,Aluno-1385,8,Masculino,2024,ALFA,ALFA U - G2/G3,Pública,Ametista,7.7262,5.0,8.0,10.0,10.002,4.385,6.875,7.5,-1,Cursando,,,,,0,0
RA-1386,Aluno-1386,8,Feminino,2024,ALFA,ALFA U - G2/G3,Pública,Ametista,7.803580952400001,5.0,7.25,9.761904762,9.002,7.51,7.5,7.5,-1,Cursando,,,,,0,0
RA-1387,Aluno-1387,8,Feminino,2024,ALFA,ALFA U - G2/G3,Pública,Ametista,7.8030796992,5.0,8.0,8.759398496,9.502,7.51,7.5,7.5,-1,Cursando,,,,,0,0
RA-1388,Aluno-1388,8,Feminino,2024,ALFA,ALFA Y - G0/G1,Pública,Ametista,7.015057142799999,5.0,5.0,8.214285713999999,9.002,6.88,7.5,7.67,-1,Cursando,,,,,0,0
RA-1389,Aluno-1389,7,Feminino,2024,ALFA,ALFA Y - G0/G1,Pública,Topázio,8.980533333299999,10.0,10.0,9.7916666665,9.002,6.88,7.5,8.42,0,Cursando,,,,,0,0
RA-1390,Aluno-1390,7,Feminino,2024,ALFA,ALFA Y - G0/G1,Pública,Topázio,8.4930333333,10.0,8.25,9.7916666665,9.502,5.005,7.5,8.42,0,Cursando,,,,,0,0
RA-1391,Aluno-1391,7,Masculino,2024,ALFA,ALFA Y - G0/G1,Pública,Topázio,8.8435333333,10.0,10.0,9.2916666665,8.502,7.51,7.5,8.17,0,Cursando,,,,,0,0
RA-1392,Aluno-1392,9,Masculino,2024,ALFA,ALFA Y - G0/G1,Pública,Quartzo,5.4262,5.0,0.0,5.625,9.002,7.51,7.5,7.0,-1,Cursando,,,,,0,0
RA-1393,Aluno-1393,7,Feminino,2024,ALFA,ALFA Y - G0/G1,Pública,Ametista,7.2597000000000005,10.0,5.0,7.5,9.502,3.755,7.5,8.42,0,Cursando,,,,,0,0
RA-990,Aluno-990,10,Masculino,2023,1A,1A,Pública,Ametista,7.812283333400001,5.0,8.0,7.5,9.502,7.51,8.4375,8.336666667,-1,Cursando,,7.254,,Ametista,1,0
RA-1394,Aluno-1394,10,Feminino,2024,1A,1A,Pública,Ametista,7.503255555500002,5.0,5.75,8.6944444445,9.502,7.51,8.125,8.003333333,-1,Cursando,,,,,0,0
RA-991,Aluno-991,10,Feminino,2023,1A,1A,Pública,Ametista,7.057230303000001,5.0,6.5,8.181818182,9.002,6.26,7.5,6.723333333,-1,Cursando,,7.7687,,Ametista,1,0
RA-1018,Aluno-1018,10,Masculino,2023,1A,1A,Pública,Ametista,7.7054045454,5.0,8.25,7.727272727,8.502,6.26,8.4375,8.45,-1,Cursando,,6.824,,Agata,1,0
RA-1395,Aluno-1395,9,Feminino,2024,1A,1A,Pública,Topázio,8.5997833334,10.0,7.75,10.0,9.502,7.51,7.8125,7.836666667,0,Cursando,,,,,0,0
RA-1396,Aluno-1396,11,Feminino,2024,1A,1A,Pública,Ametista,7.8477,5.0,6.5,10.0,9.502,7.51,8.125,7.67,-1,Cursando,,,,,0,0
RA-1025,Aluno-1025,10,Masculino,2023,1A,1A,Pública,Ametista,7.897071212,5.0,9.0,7.727272727,9.002,7.51,8.4375,7.783333333,-1,Cursando,,8.215158333,,Topázio,1,0
RA-1019,Aluno-1019,9,Feminino,2023,1A,1A,Pública,Topázio,8.692255194900001,10.0,8.75,9.3073593075,9.502,6.26,7.8125,8.616666667,0,Cursando,,7.177033333,,Ametista,1,0
RA-879,Aluno-879,10,Feminino,2023,1A,1A,Pública,Topázio,8.1096318182,5.0,8.5,9.090909091,9.502,6.26,7.8125,8.67,-1,Cursando,,6.8225,,Agata,1,0
RA-1020,Aluno-1020,10,Feminino,2023,1A,1A,Pública,Topázio,8.9544954545,10.0,9.0,9.7727272725,9.002,6.88,8.4375,8.84,0,Cursando,,7.612283333,,Ametista,1,0
RA-1021,Aluno-1021,10,Masculino,2023,1A,1A,Pública,Topázio,8.0985863636,5.0,8.0,9.318181818,9.502,7.51,8.4375,7.95,-1,Cursando,,6.964616667,,Agata,1,0
RA-1022,Aluno-1022,10,Masculino,2023,1A,1A,Pública,Ametista,7.613169697000002,5.0,6.5,9.318181818,9.502,6.26,7.5,8.116666667,-1,Cursando,,7.164616667,,Ametista,1,0
RA-1397,Aluno-1397,10,Feminino,2024,1A,1A,Pública,Ametista,7.8280333334000005,5.0,7.0,10.0,9.002,6.26,8.125,7.946666667,-1,Cursando,,,,,0,0
RA-699,Aluno-699,11,Masculino,2022,1A,1A,Pública,Agata,6.427771212000001,5.0,6.5,7.727272727000001,6.334,6.26,6.5625,5.833333333,-1,Cursando,6.657746209461563,6.389991667,Ágata,Agata,2,0
RA-1398,Aluno-1398,11,Feminino,2024,1B,1B,Pública,Ametista,7.989700527000001,5.0,8.0,9.555335968,6.918,7.51,8.125,8.616666667,-1,Cursando,,,,,0,0
RA-871,Aluno-871,10,Masculino,2023,1B,1B,Pública,Ametista,7.2917293147999995,10.0,7.25,9.328063240999999,8.502,4.38,5.3125,5.783333333,0,Cursando,,6.8617,,Agata,1,0
RA-1399,Aluno-1399,11,Feminino,2024,1B,1B,Pública,Ametista,7.438578787899999,5.0,6.0,9.7727272725,9.002,5.005,7.5,8.166666667,-1,Cursando,,,,,0,0
RA-873,Aluno-873,12,Feminino,2023,1B,1B,Pública,Ametista,7.61095,5.0,6.75,10.0,8.002,6.88,7.1875,7.77,-2,Cursando,,7.8012,,Ametista,1,0
RA-898,Aluno-898,10,Masculino,2023,1B,1B,Pública,Ametista,7.8661333334000005,5.0,7.5,10.0,6.418,7.51,7.5,8.616666667,-1,Cursando,,8.4217,,Topázio,1,0
RA-750,Aluno-750,12,Masculino,2021,1B,1B,Pública,Quartzo,4.542230369,5.0,3.75,5.938735178,6.249,4.38,4.0625,3.176666667,-2,Cursando,6.344244591269144,5.6857,Ágata,Quartzo,3,0
RA-899,Aluno-899,9,Masculino,2023,1B,1B,Pública,Topázio,8.425024769300002,10.0,8.25,9.1007905135,10.002,5.635,8.125,7.893333333,0,Cursando,,8.8452,,Topázio,1,0
RA-878,Aluno-878,11,Masculino,2023,1B,1B,Pública,Agata,6.5335560606000005,5.0,6.75,6.1363636360000005,9.002,4.38,7.1875,6.996666667,-1,Cursando,,6.24,,Agata,1,0
RA-893,Aluno-893,10,Masculino,2023,1B,1B,Pública,Topázio,8.8910333334,10.0,9.25,10.0,9.002,7.51,8.125,7.886666667,0,Cursando,,8.8042,,Topázio,1,0
RA-1024,Aluno-1024,11,Feminino,2023,1B,1B,Pública,Topázio,8.6516166666,5.0,10.0,10.0,8.002,7.51,8.4375,8.783333333,-1,Cursando,,7.788875,,Ametista,1,0
RA-900,Aluno-900,9,Feminino,2023,1B,1B,Pública,Topázio,8.802003030200002,10.0,8.5,9.318181818,9.002,8.13,8.125,8.563333333,0,Cursando,,8.8947,,Topázio,1,0
RA-903,Aluno-903,9,Feminino,2023,1B,1B,Pública,Topázio,8.0758287879,10.0,5.0,9.7727272725,10.002,7.505,7.8125,7.946666667,0,Cursando,,8.5242,,Topázio,1,0
RA-1400,Aluno-1400,9,Masculino,2024,1B,1B,Pública,Ametista,7.622839525700001,10.0,7.25,6.6501976285,8.418,7.51,7.5,7.5,0,Cursando,,,,,0,0
RA-851,Aluno-851,10,Masculino,2022,1B,1B,Pública,Agata,6.2114602109,5.0,6.0,7.3221343875,9.002,5.63,5.625,5.106666667,-1,Cursando,7.515200746031747,6.1683,Ametista,Agata,2,0
RA-1028,Aluno-1028,12,Masculino,2023,1B,1B,Pública,Ametista,7.1404338602,5.0,7.5,7.055335968,8.002,5.63,6.875,8.393333333,-2,Cursando,,6.415708333,,Agata,1,0
RA-922,Aluno-922,9,Feminino,2023,1C,1C,Pública,Topázio,8.5209954545,10.0,7.75,9.5227272725,9.002,7.51,7.8125,8.17,0,Cursando,,8.5262,,Topázio,1,0
RA-684,Aluno-684,9,Masculino,2022,1C,1C,Privada,Ametista,7.769381818200001,10.0,4.25,9.090909091,10.002,7.51,7.5,8.0,0,Cursando,8.259504831168831,7.4277,Topázio,Ametista,2,0
RA-1031,Aluno-1031,11,Masculino,2023,1C,1C,Pública,Agata,6.8757227273,5.0,6.25,8.6363636365,9.502,7.51,5.3125,5.83,-1,Cursando,,7.0602,,Ametista,1,0
RA-892,Aluno-892,9,Masculino,2023,1C,1C,Pública,Topázio,8.697700000000001,10.0,8.75,10.0,8.002,7.51,8.125,7.92,0,Cursando,,8.8112,,Topázio,1,0
RA-1029,Aluno-1029,10,Feminino,2023,1C,1C,Pública,Ametista,7.797790909100001,5.0,8.75,8.7954545455,9.002,6.885,7.5,7.25,-1,Cursando,,7.058533333,,Ametista,1,0
RA-1032,Aluno-1032,11,Masculino,2023,1C,1C,Pública,Topázio,8.01645,5.0,8.0,9.75,8.502,7.51,7.8125,7.92,-1,Cursando,,7.434033333,,Ametista,1,0
RA-894,Aluno-894,10,Feminino,2023,1C,1C,Pública,Topázio,8.67895,5.0,9.5,10.0,10.002,7.51,8.4375,8.42,-1,Cursando,,8.8142,,Topázio,1,0
RA-1401,Aluno-1401,13,Masculino,2024,1C,1C,Pública,Topázio,8.1188277778,5.0,10.0,8.888888889,6.918,7.51,7.8125,8.085,-2,Cursando,,,,,0,0
RA-896,Aluno-896,8,Masculino,2023,1C,1C,Pública,Topázio,8.2852454545,10.0,6.5,9.7727272725,8.502,7.51,8.125,8.085,0,Cursando,,9.0912,,Topázio,1,0
RA-693,Aluno-693,9,Feminino,2022,1C,1C,Pública,Topázio,8.9079954545,10.0,8.0,9.5227272725,10.002,9.38,7.8125,8.42,0,Cursando,7.9440482857142865,9.0112,Ametista,Topázio,2,0
RA-743,Aluno-743,11,Feminino,2022,1C,1C,Pública,Ametista,7.655745454500001,5.0,7.0,9.2727272725,9.002,7.51,7.5,7.5,-1,Cursando,6.671589693957115,6.659,Ágata,Agata,2,0
RA-681,Aluno-681,11,Masculino,2022,1C,1C,Privada,Agata,6.0398818182000005,5.0,2.5,7.840909091,9.502,6.26,5.625,6.665,-1,Cursando,7.203704703703704,6.2955,Ametista,Agata,2,0
RA-1035,Aluno-1035,10,Masculino,2023,1C,1C,Pública,Ametista,7.833495454500001,5.0,7.0,9.0227272725,9.502,7.51,8.4375,7.92,-1,Cursando,,6.888833333,,Agata,1,0
RA-850,Aluno-850,10,Masculino,2022,1C,1C,Pública,Ametista,7.864245454500001,5.0,7.75,9.2727272725,10.002,6.255,7.5,7.92,-1,Cursando,7.640722218045114,6.06525,Ametista,Agata,2,0
RA-1402,Aluno-1402,10,Feminino,2024,1D,1D,Pública,Topázio,8.588040909100002,10.0,7.25,9.5454545455,10.002,7.51,8.4375,8.17,0,Cursando,,,,,0,0
RA-1403,Aluno-1403,11,Feminino,2024,1D,1D,Pública,Topázio,8.257421861500001,5.0,8.75,9.3073593075,9.002,7.51,8.4375,8.255,-1,Cursando,,,,,0,0
RA-1404,Aluno-1404,9,Feminino,2024,1D,1D,Pública,Topázio,8.3971318182,10.0,7.5,9.090909091,8.502,7.51,8.4375,8.17,0,Cursando,,,,,0,0
RA-923,Aluno-923,9,Feminino,2023,1D,1D,Pública,Ametista,7.688609090900001,10.0,5.5,7.9545454545,8.002,7.51,8.125,8.17,0,Cursando,,8.8842,,Topázio,1,0
RA-847,Aluno-847,11,Masculino,2022,1D,1D,Pública,Quartzo,5.009290909100001,5.0,1.0,4.5454545455,9.002,5.01,7.5,6.245,-1,Cursando,6.83936507936508,6.5418,Ágata,Agata,2,0
RA-1405,Aluno-1405,10,Feminino,2024,1D,1D,Pública,Topázio,8.4749727273,10.0,8.75,8.6363636365,8.002,7.51,8.125,8.17,0,Cursando,,,,,0,0
RA-1406,Aluno-1406,10,Feminino,2024,1D,1D,Pública,Ametista,7.8186772727000005,5.0,7.5,8.8636363635,8.002,7.51,8.4375,8.255,-1,Cursando,,,,,0,0
RA-1407,Aluno-1407,10,Masculino,2024,1D,1D,Pública,Ametista,7.546086363600001,5.0,5.75,9.318181818,10.002,7.51,7.8125,7.5,-1,Cursando,,,,,0,0
RA-1408,Aluno-1408,11,Masculino,2024,1D,1D,Pública,Ametista,7.626768181800001,5.0,6.75,8.409090909,10.002,7.51,8.4375,7.5,-1,Cursando,,,,,0,0
RA-1409,Aluno-1409,10,Masculino,2024,1D,1D,Pública,Ametista,7.863131818100001,5.0,7.25,9.0909090905,10.002,7.51,8.4375,7.5,-1,Cursando,,,,,0,0
RA-1410,Aluno-1410,11,Masculino,2024,1E,1E,Pública,Ametista,7.5319272727,5.0,6.25,8.1136363635,9.002,7.51,8.75,8.165,-1,Cursando,,,,,0,0
RA-874,Aluno-874,10,Masculino,2023,1E,1E,Pública,Ametista,7.0235939394,5.0,7.75,4.696969697,9.502,6.26,8.75,7.915,-1,Cursando,,5.811,,Quartzo,1,0
RA-1411,Aluno-1411,11,Masculino,2024,1E,1E,Pública,Agata,6.886950000000001,5.0,2.75,9.5,9.002,6.26,8.4375,7.835,-1,Cursando,,,,,0,0
RA-1412,Aluno-1412,10,Masculino,2024,1E,1E,Pública,Topázio,9.204671861500001,10.0,9.75,9.3073593075,10.002,7.51,8.75,8.835,0,Cursando,,,,,0,0
RA-690,Aluno-690,11,Feminino,2022,1E,1E,Pública,Ametista,7.3853681818000005,5.0,6.25,8.409090909,7.918,7.51,8.4375,7.835,-1,Cursando,7.5405708421052635,8.6112,Ametista,Topázio,2,0
RA-1413,Aluno-1413,12,Masculino,2024,1E,1E,Pública,Ametista,7.747564718600001,5.0,7.25,8.593073593,9.002,7.51,8.4375,7.92,-2,Cursando,,,,,0,0
RA-1414,Aluno-1414,10,Feminino,2024,1E,1E,Pública,Topázio,8.840007359300001,10.0,8.5,9.2965367965,9.502,6.885,8.75,8.835,0,Cursando,,,,,0,0
RA-995,Aluno-995,12,Feminino,2023,1E,1E,Pública,Quartzo,5.110372077899999,5.0,2.0,5.3896103895,10.002,5.635,7.1875,4.25,-2,Cursando,,6.4782,,Agata,1,0
RA-853,Aluno-853,10,Feminino,2022,1G,1G,Pública,Ametista,7.986866666600001,10.0,6.25,9.5833333335,8.502,6.26,8.333333333,7.553333333,0,Cursando,8.616243765480895,7.8402,Topázio,Ametista,2,0
RA-854,Aluno-854,9,Feminino,2022,1G,1G,Pública,Ametista,7.826199999900001,10.0,7.0,10.0,9.502,6.26,5.833333333,6.333333333,0,Cursando,8.098496318150449,6.6415,Topázio,Agata,2,0
RA-1415,Aluno-1415,10,Feminino,2024,1G,1G,Pública,Ametista,7.3712454546,5.0,6.75,9.7727272725,8.002,6.26,7.291666667,7.056666667,-1,Cursando,,,,,0,0
